sighting_id,datetime,city,state,shape,duration_text,duration_seconds,description,date_posted
3184,2011-07-04 19:36,Houston,TX,light,  45 seconds,86,On my way home at 10:30 PM A single light object was visible for several minutes. It split into two separate lights.,2011-08-27
3185,2022-08-28 20:58,Boulder,CO,oval,several minutes,677,At exactly around 10 My attention was drawn to a oval-shaped light. It was glowing white. Drifted slowly westward. No sound at all.,2022-08-29
3186,2014-02-10 00:53,Fort Wayne,IN,light,30 hrs,4550,We were sitting outside around 11 PM when A light-shaped object was hovering above us. It was blue. Made a sharp 90-degree turn which no aircraft could do. My whole family witnessed this.,2014-04-07
3187,2006-06-29 22:42,San Diego,CA,triangle,30+ minutes,1248,Returning from work at 9 PM Multiple triangle shaped objects appeared. It was silver. It moved from north to south very slowly. It left a trail behind it. There were pulsating lights.,2006-07-03
3188,2008-01-21 15:55,Tampa,FL,light, 2 minutes ,1634,Walking the dog at midnight I noticed a bright light-shaped object in the sky. It zigzagged across the sky before disappearing.,2008-03-14
3189,2014-06-17 17:12,Dover,DE,other,90 hours,4796,At about 10:00 PM My attention was drawn to a other-shaped light. It was green. Flew in a circular pattern.,2014-08-09
3190,2019-09-09 14:48,Tulsa,OK,Unknown,~3 sec,53,While driving at 8:00 PM My attention was drawn to a unknown-shaped light. The object moved in a straight line then suddenly changed direction. Clear sky conditions.,2019-11-29
3191,2002-08-18 18:02,Yonkers,NY,cigar,a few hours,4108,I looked up at 3:00 AM and I noticed a bright cigar-shaped object in the sky. Moved erratically with sudden stops and starts. Several neighbors also saw it. Reported to MUFON as well.,2002-10-21
3192,2022-07-11 23:17,Dallas,TX,Light,ongoing,32235,At approximately 10 PM Multiple light shaped objects appeared. It moved from north to south very slowly.,2022-08-22
3193,2021-12-16 21:18,Stamford,CT,cylinder,ongoing,13806,Walking the dog at just after dark There was a large cylinder object in the northern sky. Made a sharp 90-degree turn which no aircraft could do. I am a skeptic but cannot explain what I saw. Phone camera would not focus on it.,2022-01-13
3194,2017-10-03 18:39,Knoxville,TN,triangle,about half an hour,5973,Around 9:15 PM A triangle-shaped object was hovering above us. It hovered silently for a while then moved away quickly. Called the local police.,2017-11-15
3195,2006-01-16 00:25,Rapid City,SD,FIREBALL,several seconds,109,At about 8:30 PM Saw a very bright fireball-shaped object. It was amber. Made a sharp 90-degree turn which no aircraft could do.,2006-03-21
3196,2014-02-12 21:32,Nashville,TN,circle,instant,522,At exactly sunset A circle-shaped object was hovering above us. Moved at a very high altitude. There were pulsating lights.,2014-03-26
3197,2021-11-30 04:42,Lexington,KY,SPHERE,a few minutes,72,Walking the dog at dusk A sphere-shaped object was hovering above us. Hovered in place for several minutes without making any sound. No trail or exhaust visible.,2022-01-27
3198,2011-10-27 00:29,Chandler,AZ,oval,15 seconds,98,Just after 8:30 PM My attention was drawn to a oval-shaped light. Moved at a very high altitude. Made a low humming sound.,2011-11-23
3199,2014-01-03 22:04,Toledo,OH,Unknown,about half an hour,13060,Walking the dog at 8:30 PM What looked like a unknown was seen in the western sky. It was pure white. It hovered silently for a while then moved away quickly. I have never reported anything like this before. Several neighbors also saw it.,2014-02-10
3200,2022-01-31 11:02,Arlington,TX,oval,10-20 seconds,35,At approximately 1:00 AM Witnessed a oval-like object at high altitude. It was green. The object appeared to descend then rose back up. Several neighbors also saw it. Several neighbors also saw it.,2022-02-15
3201,2015-09-11 23:53,North Las Vegas,NV,Light,15 min,128,Walking the dog at 9 PM Observed a light shaped craft silently moving. It was blue-green. Moved at a very high altitude. My whole family witnessed this.,2015-11-02
3202,2016-04-17 15:37,Detroit,MI,other,about 2 seconds,108,I looked up at 1:00 AM and A other-shaped object was hovering above us. It was glowing white. Traveled from horizon to horizon in seconds. I am a skeptic but cannot explain what I saw. It left a trail behind it.,2016-04-25
3203,2001-08-21 10:45,Los Angeles,CA,sphere,10 hours,10541,At exactly predawn A single sphere object was visible for several minutes. Made a sharp 90-degree turn which no aircraft could do. I have seen satellites and this was NOT a satellite.,2001-10-10
3204,2010-02-17 09:48,Austin,TX,light,a couple seconds,105,Shortly before predawn Noticed a light moving erratically across the sky. The object moved in a straight line then suddenly changed direction. This was NOT a plane or helicopter.,2010-03-30
3205,2004-07-20 03:12,Las Cruces,NM,light,about 90 seconds,107,I looked up at 11 PM and Noticed a light moving erratically across the sky. It was silver. Hovered in place for several minutes without making any sound. Other witnesses were present. Car radio had static.,2004-08-02
3206,2022-09-24 00:42,Fairbanks,AK,Light,10s,331,Around 11:00 PM A light-shaped object was hovering above us. It was multi-colored. The object appeared to descend then rose back up. Electronics malfunctioned nearby.,2022-10-18
3207,2020-08-27 16:34,New York City,NY,other,1-2 minutes,456,Stargazing at dusk There was a strange other hovering over the treeline. It was orange. It split into two separate lights.,2020-10-17
3208,2021-04-07 22:20,Oklahoma City,OK,TRIANGLE, 15 minutes ,77,I looked up at 8:00 PM and I spotted a glowing triangle shape moving across the sky. It was orange. The object moved in a straight line then suddenly changed direction.,2021-07-06
3209,2019-02-04 23:22,Boston,MA,Disk,split second,61,At about around 10 I spotted a glowing disk shape moving across the sky. It was orange. Hovered in place for several minutes without making any sound. Called the local police.,2019-02-15
3210,2016-07-27 12:15,Miami,FL,circle,ongoing,15127,At exactly dusk A circle-shaped object was hovering above us. It hovered silently for a while then moved away quickly. This was NOT a plane or helicopter. Checked FlightRadar - no aircraft in the area.,2016-09-24
3211,2022-07-03 21:34,Fresno,CA,unknown,~45 sec,84,We were sitting outside around 2:30 AM when What looked like a unknown was seen in the western sky. It was glowing white. Made a sharp 90-degree turn which no aircraft could do.,2022-09-12
3212,2007-06-22 15:25,Las Vegas,NV,unknown,a few hours,4045,Returning from work at predawn I noticed a bright unknown-shaped object in the sky. It was silver. Drifted slowly westward.,2007-08-03
3213,1995-09-29 20:10,Fort Worth,TX,Formation,20 seconds,66,I was outside at dusk when There was a strange formation hovering over the treeline. It was red. The object appeared to descend then rose back up.,1995-11-02
3214,2002-05-14 21:10,Baltimore,MD,triangle,  45 seconds,24,While driving at midnight Saw a very bright triangle-shaped object. It was green. It moved from north to south very slowly. Other witnesses were present. I managed to take a photo but it came out blurry.,2002-08-05
3215,2018-08-28 22:02,Grand Rapids,MI,fireball,5-10 seconds,30,Returning from work at 11:00 PM We saw what appeared to be a fireball in the sky. Drifted slowly westward.,2018-10-26
3216,2007-06-02 18:08,North Las Vegas,NV,disk,30 seconds to 1 minute,1344,On my way home at predawn A bright disk appeared suddenly in the sky.  It was blue.  Moved at a very high altitude.,2007-06-05
3217,2021-02-05 16:46,Ogden,UT,oval,a few hours,7194,Stargazing at 10:00 PM A bright oval appeared suddenly in the sky. Hovered in place for several minutes without making any sound. This was unlike any drone.,2021-03-26
3218,2021-06-22 22:15,Newport,RI,light,2 to 3 minutes,1734,At about 10:00 PM Noticed a light moving erratically across the sky. It was red. Traveled from horizon to horizon in seconds.,2021-06-24
3219,2016-07-04 12:18,Buffalo,NY,oval,1-2 minutes,1040,At about 8:30 PM A oval-shaped object was hovering above us. It was green. The object appeared to descend then rose back up. Car radio had static.,2016-08-07
3220,2008-07-13 22:09,Eugene,OR,triangle,2 to 3 minutes,1560,Stargazing at 8:30 PM Witnessed a triangle-like object at high altitude. It was yellowish. Remained stationary then vanished. Reported to MUFON as well.,2008-10-08
3221,2018-02-08 23:00,Arlington,VA,Light,1-2 minutes,1184,Just after 10:30 PM What looked like a light was seen in the western sky. It was reddish-orange. It split into two separate lights. My whole family witnessed this. There were pulsating lights.,2018-05-09
3222,2011-05-23 17:11,Madison,WI,circle,several seconds,94,At approximately early morning Observed a circle shaped craft silently moving. It was bright orange. Hovered in place for several minutes without making any sound. Partly cloudy.,2011-08-08
3223,2019-08-03 21:18,Minneapolis,MN,circle,several seconds,120,At approximately sunset A bright circle appeared suddenly in the sky. Remained stationary then vanished. I was completely sober.,2019-09-16
3224,2017-03-20 15:47,Mesa,AZ,disk,a couple minutes,183,I was outside at dusk when Witnessed a disk-like object at high altitude. It was pure white. Moved slowly at first then accelerated at incredible speed. There was a faint buzzing noise.,2017-05-07
3225,2013-12-02 15:32,Madison,WI,Cylinder,15 min,801,While camping at 8:30 PM A single cylinder object was visible for several minutes. It was red. It split into two separate lights. No sound at all. I am a skeptic but cannot explain what I saw.,2014-01-29
3226,2023-05-06 19:04,Columbus,OH,triangle,3-5 minutes,1544,While driving at 11:00 PM My attention was drawn to a triangle-shaped light. Hovered in place for several minutes without making any sound.,2023-06-29
3227,2020-07-20 20:48,Shreveport,LA,other,a few seconds,66,Stargazing at dusk A bright other appeared suddenly in the sky. It was bright white. Remained stationary then vanished.,2020-10-02
3228,2013-09-06 21:43,Bethesda,MD,fireball,around 90 seconds,6,At exactly 2:30 AM What looked like a fireball was seen in the western sky. It split into two separate lights. This was unlike any drone.,2013-11-20
3229,2023-01-18 22:03,Flint,MI,light,about 5 hour,2187,At about 2:30 AM I spotted a glowing light shape moving across the sky. It was orange. It zigzagged across the sky before disappearing. Partly cloudy.,2023-03-17
3230,2007-09-18 23:46,Allentown,PA,LIGHT,15 hours,4660,Just after dusk A single light object was visible for several minutes. It was bright white. It split into two separate lights. Completely silent.,2007-12-12
3231,2023-07-21 00:00,Houston,TX,Formation,several minutes,1439,At approximately 3:00 AM My attention was drawn to a formation-shaped light. It hovered silently for a while then moved away quickly.,2023-07-25
3232,2003-07-11 10:05,Alexandria,VA,Unknown, 30 minutes ,294,At exactly early morning A unknown-shaped object was hovering above us. Traveled from horizon to horizon in seconds. No sound at all.,2003-08-08
3233,2019-01-17 20:17,Annapolis,MD,Light,10 seconds,86,Returning from work at 10:30 PM Saw a very bright light-shaped object. The object appeared to descend then rose back up. I have seen satellites and this was NOT a satellite.,2019-03-23
3234,2017-08-13 21:42,Huntsville,AL,light,  3 seconds,89,Walking the dog at 2:30 AM Observed a light shaped craft silently moving. It was pulsating red. The object appeared to descend then rose back up.,2017-10-22
3235,2003-07-21 22:29,Dayton,OH,oval,a few seconds,12,I was outside at 10 PM when Noticed a oval moving erratically across the sky. It was multi-colored. Made a sharp 90-degree turn which no aircraft could do. Electronics malfunctioned nearby.,2003-08-13
3236,2008-12-26 08:34,Orlando,FL,Light, 15 minutes ,394,Walking the dog at 1:00 AM Saw a very bright light-shaped object. It was reddish-orange. The object appeared to descend then rose back up.,2009-01-17
3237,2013-12-29 22:11,Buffalo,NY,cross,over an hour,2280,On my way home at 8:30 PM My attention was drawn to a cross-shaped light. It split into two separate lights. This was NOT a plane or helicopter. There were pulsating lights.,2014-01-30
3238,2011-12-10 20:33,Akron,OH,triangle,several seconds,27,On my way home at 10:30 PM Noticed a triangle moving erratically across the sky. It was orange. Made a sharp 90-degree turn which no aircraft could do. I am a pilot and have never seen anything like this. Phone camera would not focus on it.,2012-01-31
3239,2009-09-16 22:55,Birmingham,AL,light,several seconds,78,At approximately 1:00 AM I noticed a bright light-shaped object in the sky. It was bright orange. Moved slowly at first then accelerated at incredible speed. Reported to MUFON as well.  ,2009-10-10
3240,2019-08-26 18:57,Miami,FL,light,a few minutes,279,Stargazing at 9:15 PM My attention was drawn to a light-shaped light. It was yellowish. The object appeared to descend then rose back up.,2019-10-31
3241,2016-02-12 22:50,Knoxville,TN,CHANGING,30+ minutes,322,While driving at 2:30 AM A changing-shaped object was hovering above us. The object appeared to descend then rose back up.,2016-04-08
3242,2023-02-19 22:41,Evansville,IN,disk,20 min,1156,At approximately late evening What looked like a disk was seen in the western sky. It was yellowish. Traveled from horizon to horizon in seconds. I am a skeptic but cannot explain what I saw.,2023-03-06
3243,2021-08-23 12:14,Boston,MA,other,5-10 seconds,87,At about predawn Saw a very bright other-shaped object. It was bright white. Made a sharp 90-degree turn which no aircraft could do. Phone camera would not focus on it.,2021-10-03
3244,2019-07-01 23:31,Camden,NJ,CHANGING,10-20 seconds,93,At about late evening Saw a very bright changing-shaped object. It was red. Flew in a circular pattern. No sound at all.,2019-07-28
3245,2010-12-31 13:26,Dallas,TX,sphere,around 5 minutes,1234,At exactly midnight I noticed a bright sphere-shaped object in the sky. It was yellowish. Drifted slowly westward. This was unlike any drone. I have never reported anything like this before.,2011-01-30
3246,2022-09-22 20:02,Columbus,OH,Fireball,10-15 minutes,1641,At about 11:45 PM What looked like a fireball was seen in the western sky. The object moved in a straight line then suddenly changed direction.,2022-12-08
3247,2015-07-03 13:35,Lewiston,ME,Light,about 10 seconds,3,We were sitting outside around 9 PM when I noticed a bright light-shaped object in the sky. It was amber. It split into two separate lights. It left a trail behind it. My dog started barking.,2015-09-06
3248,2000-04-10 22:50,Twin Falls,ID,CIRCLE,not sure,170,JUST AFTER 10:00 PM MY ATTENTION WAS DRAWN TO A CIRCLE-SHAPED LIGHT. DROPPED RAPIDLY THEN STOPPED MID-AIR. NOT THE FIRST SIGHTING IN THIS AREA. THERE WAS A FAINT BUZZING NOISE.,2000-06-23
3249,2021-11-19 10:21,St. Louis,MO,Light,15 min,1777,We were sitting outside around early morning when A bright light appeared suddenly in the sky.  It was bright white.  Drifted slowly westward.  Made a low humming sound.,2021-12-03
3250,2021-06-01 21:56,El Paso,TX,Light,several seconds,98,Walking the dog at 3:00 AM Multiple light shaped objects appeared. Made a sharp 90-degree turn which no aircraft could do. The object had lights around its edge.,2021-07-05
3251,2016-07-13 21:19,St. Petersburg,FL,light,3-5 minutes,1068,We were sitting outside around 3:00 AM when There was a strange light hovering over the treeline. It was pulsating red. Drifted slowly westward. Electronics malfunctioned nearby.,2016-08-13
3252,2016-06-06 23:59,Evansville,IN,light,3s,30,While driving at 10:30 PM Observed a light shaped craft silently moving. It was reddish-orange. Hovered in place for several minutes without making any sound.,2016-07-12
3253,2011-05-02 06:20,Salt Lake City,UT,Triangle,around 15 seconds,106,Walking the dog at 8:00 PM A triangle-shaped object was hovering above us. Flew in a circular pattern.,2011-05-04
3254,2008-09-08 08:10,Baltimore,MD,Sphere,less than a minute,1636,We were sitting outside around 11 PM when My attention was drawn to a sphere-shaped light. Traveled from horizon to horizon in seconds. I was completely sober.,2008-09-24
3255,2006-10-03 22:40,Newark,NJ,formation, 20 minutes ,236,I was outside at 11:00 PM when A single formation object was visible for several minutes. Dropped rapidly then stopped mid-air.,2006-11-26
3256,2015-05-27 17:29,Lincoln,NE,triangle,less than a minute,997,While camping at early morning There was a strange triangle hovering over the treeline. It was blue-green. Hovered in place for several minutes without making any sound.,2015-07-16
3257,2008-11-30 20:29,Fresno,CA,LIGHT,30 seconds to 1 minute,1421,Around 8:30 PM I spotted a glowing light shape moving across the sky. Moved slowly at first then accelerated at incredible speed. No trail or exhaust visible. Car radio had static.,2009-02-08
3258,2005-08-14 18:18,Madison,WI,flash,2 to 3 minutes,1719,I was outside at just after dark when I spotted a glowing flash shape moving across the sky. It was blue-green. Drifted slowly westward. There were pulsating lights. Completely silent.,2005-11-11
3259,2010-06-20 18:42,Buffalo,NY,Sphere,all night,9158,We were sitting outside around 11 PM when What looked like a sphere was seen in the western sky. It was red. Hovered in place for several minutes without making any sound.,2010-07-10
3260,2003-03-18 17:34,Alexandria,VA,Disk,maybe 45 seconds,7,We were sitting outside around early morning when Saw a very bright disk-shaped object. Made a sharp 90-degree turn which no aircraft could do. I was completely sober. Reported to MUFON as well.,2003-04-26
3261,2007-07-25 22:06,Nashville,TN,sphere,not sure,511,Around sunset Saw a very bright sphere-shaped object. It was silver. It split into two separate lights. I have seen satellites and this was NOT a satellite. There was a faint buzzing noise.,2007-08-25
3262,2012-07-04 19:55,Greensboro,NC,triangle, 20 minutes ,542,I was outside at sunset when Saw a very bright triangle-shaped object. It was orange. Drifted slowly westward. This was NOT a plane or helicopter.,2012-08-09
3263,2012-11-30 23:37,Paterson,NJ,light,15 seconds,53,I was outside at 9:15 PM when A single light object was visible for several minutes. Remained stationary then vanished. I am a pilot and have never seen anything like this. Checked FlightRadar - no aircraft in the area.,2012-12-18
3264,2019-04-29 00:10,San Jose,CA,other,~90 sec,93,Stargazing at 11 PM A single other object was visible for several minutes. It hovered silently for a while then moved away quickly. Temperature seemed to drop.,2019-07-22
3265,1998-09-28 08:46,San Francisco,CA,Triangle,30 seconds to 1 minute,505,We were sitting outside around early morning when Noticed a triangle moving erratically across the sky. It was reddish-orange. Moved erratically with sudden stops and starts. I know what I saw. There were no clouds.,1998-10-05
3266,2006-10-08 09:32,Roswell,NM,triangle,about half an hour,12605,At about 9 PM I spotted a glowing triangle shape moving across the sky. It was pure white. Traveled from horizon to horizon in seconds. Reported to MUFON as well.,2006-12-06
3267,2002-10-29 08:33,Albany,NY,flash,approx. 30 min,1624,Shortly before early morning I spotted a glowing flash shape moving across the sky. Drifted slowly westward. Made a low humming sound. I have seen satellites and this was NOT a satellite.,2003-01-24
3268,2019-08-09 20:21,Charleston,SC,Other,60 seconds,105,Walking the dog at 11:45 PM Observed a other shaped craft silently moving. It was bright white. Remained stationary then vanished. I have 20/20 vision. Electronics malfunctioned nearby.,2019-11-06
3269,2011-06-22 22:39,Alexandria,VA,Light,not sure,236,On my way home at 10:30 PM Saw a very bright light-shaped object. Drifted slowly westward. Reported to MUFON as well.,2011-08-25
3270,2012-01-05 19:31,New York City,NY,CIRCLE,5-10 seconds,75,Returning from work at around 10 Witnessed a circle-like object at high altitude. It was blue. Traveled from horizon to horizon in seconds. Checked FlightRadar - no aircraft in the area.,2012-03-15
3271,2016-12-02 22:09,Tempe,AZ,Circle,10-20 seconds,49,Shortly before 8:30 PM Saw a very bright circle-shaped object. Dropped rapidly then stopped mid-air.,2016-12-05
3272,2013-01-05 18:58,Akron,OH,Fireball,about 2 minutes,125,AT APPROXIMATELY 9:15 PM SAW A VERY BRIGHT FIREBALL-SHAPED OBJECT. IT SPLIT INTO TWO SEPARATE LIGHTS. CLEAR SKY CONDITIONS. THERE WERE PULSATING LIGHTS.,2013-02-18
3273,2008-06-23 20:11,Jacksonville,FL,light,about 10 hour,9064,At about early morning Multiple light shaped objects appeared. It was blue-green. Made a sharp 90-degree turn which no aircraft could do.,2008-08-09
3274,2015-09-15 20:32,Tacoma,WA,fireball,30 mins,1266,Stargazing at just after dark Saw a very bright fireball-shaped object. It was pulsating red. It split into two separate lights.,2015-11-09
3275,2006-07-04 15:34,St. Paul,MN,cigar,over 10 hours,10096,We were sitting outside around 3:00 AM when There was a large cigar object in the northern sky. Moved at a very high altitude. No trail or exhaust visible.,2006-09-30
3276,2013-08-13 08:48,Duluth,MN,disk,several minutes,995,Around 1:00 AM I noticed a bright disk-shaped object in the sky. It hovered silently for a while then moved away quickly.,2013-11-10
3277,2003-12-27 17:21,Tampa,FL,FORMATION,45s,133,I looked up at around 10 and A formation-shaped object was hovering above us. It was pure white. Made a sharp 90-degree turn which no aircraft could do.,2004-03-19
3278,2019-10-01 01:06,Evansville,IN,rectangle,10-15 minutes,92,Just after midnight I spotted a glowing rectangle shape moving across the sky. It was bright white. Remained stationary then vanished. Electronics malfunctioned nearby.,2019-10-24
3279,2005-06-06 21:39,Albany,NY,cigar,  60 seconds,20,I looked up at around 10 and A cigar-shaped object was hovering above us. Moved erratically with sudden stops and starts.,2005-07-03
3280,2016-08-23 16:05,Columbia,SC,DISK,3-5 minutes,1433,At approximately 2:30 AM What looked like a disk was seen in the western sky. Flew in a circular pattern. I managed to take a photo but it came out blurry.,2016-11-08
3281,2018-01-14 22:37,Tucson,AZ,light,all night,28853,Walking the dog at 10 PM There was a strange light hovering over the treeline. Moved at a very high altitude.,2018-01-15
3282,2008-02-04 16:26,Greenville,SC,Triangle,60s,120,Walking the dog at 11:00 PM I spotted a glowing triangle shape moving across the sky. It split into two separate lights. I know what I saw.,2008-02-11
3283,2013-07-01 19:59,Buffalo,NY,rectangle,2 minutes,270,While camping at sunset Noticed a rectangle moving erratically across the sky. It was blue. Moved erratically with sudden stops and starts.,2013-07-22
3284,2009-07-20 06:22,San Jose,CA,light,5-7 minutes,474,I was outside at 8:00 PM when Noticed a light moving erratically across the sky. It was pure white. Moved slowly at first then accelerated at incredible speed.,2009-09-26
3285,2018-06-21 21:57,Athens,GA,Diamond,3 hrs,12849,Around predawn A diamond-shaped object was hovering above us. The object appeared to descend then rose back up.,2018-09-15
3286,2014-01-12 00:49,Charlotte,NC,circle,a couple minutes,911,I looked up at around 10 and Multiple circle shaped objects appeared. It was orange. The object moved in a straight line then suddenly changed direction. Reported to MUFON as well. Clear sky conditions.,2014-02-28
3287,1996-04-24 17:25,Tampa,FL,circle,ongoing,35219,Returning from work at midnight A bright circle appeared suddenly in the sky. It was bright orange. Moved slowly at first then accelerated at incredible speed. I have 20/20 vision.,1996-07-03
3288,2021-09-14 00:38,Atlanta,GA,Disk,30 seconds to 1 minute,830,On my way home at 11:00 PM My attention was drawn to a disk-shaped light. It was amber. Remained stationary then vanished.,2021-12-11
3289,2004-07-27 22:57,Tempe,AZ,Other,several seconds,80,We were sitting outside around late evening when Witnessed a other-like object at high altitude. It was green. Traveled from horizon to horizon in seconds.,2004-09-04
3290,2001-09-18 15:23,Norman,OK,cylinder,1-2 minutes,445,Shortly before sunset A cylinder-shaped object was hovering above us. It was pure white. Remained stationary then vanished.,2001-09-29
3291,2000-06-23 18:36,Baton Rouge,LA,light,over 3 hours,4191,Shortly before 11:45 PM Observed a light shaped craft silently moving. It moved from north to south very slowly. Clear sky conditions.,2000-07-29
3292,2010-12-08 16:24,Austin,TX,light,about 3 hour,14118,I was outside at just after dark when A single light object was visible for several minutes. Dropped rapidly then stopped mid-air.,2010-12-31
3293,1995-06-17 20:24,Miami,FL,light,over an hour,11023,Around 11:00 PM Noticed a light moving erratically across the sky. Moved at a very high altitude. Car radio had static. Called the local police.,1995-08-17
3294,2016-11-01 21:51,Austin,TX,Light,around 5 minutes,1229,At approximately 10:00 PM What looked like a light was seen in the western sky. It was pulsating red. The object appeared to descend then rose back up. I am a skeptic but cannot explain what I saw.,2016-11-08
3295,2014-01-04 20:58,San Antonio,TX,OVAL,30+ minutes,1353,While driving at predawn Observed a oval shaped craft silently moving. It moved from north to south very slowly.,2014-03-26
3296,2007-05-17 18:16,Dallas,TX,Oval,a few seconds,40,Walking the dog at around 10 A single oval object was visible for several minutes. It was bright orange. Flew in a circular pattern.,2007-06-17
3297,2018-08-16 08:51,Tampa,FL,triangle,45 hrs,7609,At exactly 1:00 AM There was a strange triangle hovering over the treeline. Drifted slowly westward. The object had lights around its edge. I have seen satellites and this was NOT a satellite.,2018-09-10
3298,2006-09-11 07:57,Louisville,KY,flash,30 secs,14,On my way home at just after dark A flash-shaped object was hovering above us. It was pure white. Drifted slowly westward.,2006-09-16
3299,2013-07-04 18:22,San Diego,CA,flash,2 to 3 minutes,261,While camping at 8:30 PM Noticed a flash moving erratically across the sky. The object moved in a straight line then suddenly changed direction.,2013-07-27
3300,2016-02-04 22:49,Olympia,WA,light,about half an hour,7817,Walking the dog at around 10 A light-shaped object was hovering above us. It was blue. Remained stationary then vanished. I know what I saw. There were pulsating lights.,2016-04-19
3301,2022-01-12 19:11,Rochester,NY,Oval,3min,1654,Just after 9:15 PM A bright oval appeared suddenly in the sky. Made a sharp 90-degree turn which no aircraft could do.,2022-04-03
3302,2020-11-23 21:46,Wilmington,DE,fireball,a few seconds,115,ON MY WAY HOME AT LATE EVENING A FIREBALL-SHAPED OBJECT WAS HOVERING ABOVE US. IT ZIGZAGGED ACROSS THE SKY BEFORE DISAPPEARING.,2021-02-14
3303,1999-08-14 13:37,Los Angeles,CA,disk,30 seconds to 1 minute,619,We were sitting outside around midnight when Multiple disk shaped objects appeared. It was reddish-orange. The object appeared to descend then rose back up.,1999-09-08
3304,2004-02-23 01:36,Bowling Green,KY,Fireball,about 30 seconds,113,While driving at 11:00 PM We saw what appeared to be a fireball in the sky. The object appeared to descend then rose back up. Temperature seemed to drop.,2004-05-11
3305,2005-03-19 18:33,Arlington,TX,circle,1-2 minutes,681,At exactly 3:00 AM There was a strange circle hovering over the treeline.  It was green.  The object moved in a straight line then suddenly changed direction.  I managed to take a photo but it came out blurry.  The object had lights around its edge.,2005-03-25
3306,2022-08-24 20:07,Arlington,TX,Triangle,10-20 seconds,74,Walking the dog at 2:30 AM We saw what appeared to be a triangle in the sky. Flew in a circular pattern.,2022-09-19
3307,2015-10-15 16:20,Milwaukee,WI,Cigar,5s,600,At approximately 3:00 AM A single cigar object was visible for several minutes. It was red. Traveled from horizon to horizon in seconds.,2015-12-18
3308,2010-08-22 18:15,Scottsdale,AZ,triangle,all night,13117,While driving at sunset A bright triangle appeared suddenly in the sky. It was amber. Dropped rapidly then stopped mid-air. There were no clouds. I am a pilot and have never seen anything like this.,2010-09-18
3309,2006-06-29 18:33,Orlando,FL,FLASH,several seconds,100,At exactly sunset There was a strange flash hovering over the treeline. It zigzagged across the sky before disappearing. My dog started barking.,2006-07-29
3310,2006-11-11 01:07,Philadelphia,PA,FIREBALL,1-2 minutes,480,On my way home at 11 PM A fireball-shaped object was hovering above us. It was red. Hovered in place for several minutes without making any sound.,2006-11-19
3311,2021-12-31 21:01,San Antonio,TX,LIGHT,45 seconds,29,Stargazing at 11:00 PM I spotted a glowing light shape moving across the sky. It split into two separate lights. Several neighbors also saw it.,2022-02-27
3312,2020-07-02 16:16,Las Vegas,NV,Light,a couple seconds,40,We were sitting outside around 1:00 AM when I noticed a bright light-shaped object in the sky. It moved from north to south very slowly.,2020-08-16
3313,2006-07-28 11:50,Orlando,FL,UNKNOWN,split second,22,I was outside at just after dark when I spotted a glowing unknown shape moving across the sky. It was multi-colored. The object moved in a straight line then suddenly changed direction. Not the first sighting in this area. Made a low humming sound.,2006-08-26
3314,2016-12-16 20:03,Pittsburgh,PA,Oval,3-5 minutes,1430,While camping at 9:15 PM There was a strange oval hovering over the treeline. Made a sharp 90-degree turn which no aircraft could do. I am a pilot and have never seen anything like this. The object had lights around its edge.,2017-02-14
3315,2016-12-31 13:45,Vancouver,WA,circle,around 10 minutes,1696,I was outside at 8:00 PM when Observed a circle shaped craft silently moving. It was glowing white. It hovered silently for a while then moved away quickly. Electronics malfunctioned nearby.  ,2017-02-28
3316,2019-07-04 07:20,Buffalo,NY,flash,~5 min,761,At about 11:45 PM We saw what appeared to be a flash in the sky. Moved at a very high altitude. My whole family witnessed this.,2019-07-18
3317,2004-10-13 21:25,Tulsa,OK,light,  3 seconds,85,I looked up at 10:30 PM and Noticed a light moving erratically across the sky. It split into two separate lights. Electronics malfunctioned nearby. I know what I saw.,2004-10-23
3318,1998-01-19 13:12,Colorado Springs,CO,light,~20 min,466,Around 9 PM My attention was drawn to a light-shaped light. It was pure white. Hovered in place for several minutes without making any sound. I have seen satellites and this was NOT a satellite.,1998-03-06
3319,2014-01-03 00:00,Syracuse,NY,circle,about 60 seconds,120,While driving at 1:00 AM There was a large circle object in the northern sky. It was glowing white. Dropped rapidly then stopped mid-air. Clear sky conditions. My dog started barking.,2014-02-24
3320,2009-07-17 17:21,Scottsdale,AZ,other,15 hrs,5444,I looked up at 11 PM and A single other object was visible for several minutes. The object appeared to descend then rose back up. I managed to take a photo but it came out blurry.,2009-10-04
3321,2017-02-23 17:49,Rapid City,SD,light,45 hours,11695,I was outside at 3:00 AM when What looked like a light was seen in the western sky. It was blue-green. It moved from north to south very slowly.,2017-05-06
3322,2008-02-06 17:43,Knoxville,TN,Disk,~2 sec,117,I looked up at 8:00 PM and We saw what appeared to be a disk in the sky. It was bright orange. Hovered in place for several minutes without making any sound. I was completely sober.,2008-03-07
3323,2020-05-19 20:09,Henderson,NV,light,approx. 3 min,340,I looked up at midnight and There was a strange light hovering over the treeline. The object moved in a straight line then suddenly changed direction.,2020-06-30
3324,2011-06-27 13:00,St. Petersburg,FL,triangle,all night,35603,Stargazing at midnight Multiple triangle shaped objects appeared. It was bright orange. Moved erratically with sudden stops and starts.,2011-09-06
